sno,context,charA,charB,relation,movie_name,GenderA,GenderB,GenderNeutral,RaceA,RaceB,Remarks
282," Ronny: She was right to leave me.
Loretta: You think so?
Ronny: Yes.
Loretta: You really are stupid, you know that.
Ronny: You don't know nothing about it.
Loretta: I was raised that a girl gets married young. I didn't get married until I was twenty-eight. I met a man. I loved him. I married him. He wanted to have a baby right away. I said no. Then he got hit by a bus. No man. No baby. No nothing! I did not know that man was a gift I could not keep. I didn't know... You tell me a story and you think you know what it means, but I see what the true story is, and you can't.
Ronny: I'm a wolf?
Loretta: The big part of you has no words and it's-a wolf. This woman was a trap for you. She caught you and you could not get away.
Ronny: What are you doing!
Loretta: I'm telling you your life!
Ronny: Stop it!
Loretta: No!
Ronny: Why are you marrying Johnny? He's a fool!
Loretta: Because I have no Luck!
Ronny: He made me look the wrong way and I cut off my hand. He could make you look the wrong way and you could cut off your whole head!
Loretta: I am looking where I should to become a bride!
Ronny: A bride without a head!
Loretta: A wolf without a foot! ",Loretta,Ronny,Lovers,Moonstruck,Female,Male,0,White,White,bride
283," Loretta: Wait a minute! Wait a minute!
Ronny: It's like I'm falling! It's like I'm in the ocean!
Loretta: I have no Luck!
Ronny: Son of a bitch!
Loretta: Where are you taking me?
Ronny: To the bed.
Loretta: Oh. Oh God. I don't care about anything. I don't care about anything! ",Loretta,Ronny,Lovers,Moonstruck,Female,Male,1,White,White,
284," Ronny: I can't believe what is happening.
Loretta: Me neither.
Ronny: I was dead.
Loretta: I was dead, too.
Ronny: Your blood.
Loretta: All my life I have never reached a man. I knew that I would reach my husband, but I took my time and he was dead. Ronny.
Ronny: Loretta.
Loretta: I want to cut you open and crawl inside of you. I want you to swallow me.
Ronny: I've got you.
Loretta: Get all of me. Take everything.
Ronny: What about Johnny?
Loretta: You're mad at him, take it out on me, take your revenge on me! Take everything, leave nothing for him to marry! Hollow me out so there's nothing left but the skin over my bones. Suck me dry!
Ronny: Alright. Alright. There will be nothing left. ",Loretta,Ronny,Lovers,Moonstruck,Female,Male,1,White,White,
285," Loretta: What's that?
Ronny: What?
Loretta: That light.
Ronny: I don't know. I think it's the moon.
Loretta: Oh.
Ronny: It's so bright.
Loretta: I've never seen a moon like that.
Ronny: It makes you look like an angel.
Ronny: Yeah. Looks like a big snowball. ",Loretta,Ronny,Lovers,Moonstruck,Female,Male,1,White,White,
286," Loretta: Oh my God.
Ronny: What?
Loretta: What? What have we done?
Ronny: Take it easy.
Loretta: I thought if I stayed away from the City Hall, I won't have that Bad Luck I had again.
Ronny: You're trying to make me feel guilty.
Loretta: I'm marrying your brother!
Ronny: All right, I'm guilty. I confess!
Loretta: You're invited to the wedding! It's in a few weeks. Why didn't you do like him and be with your dying mother in Palermo?
Ronny: She didn't like me.
Loretta: You don't get along with anybody!
Ronny: What did you do?
Loretta: What did I do?
Ronny: You ruined my life.
Loretta: That's impossible! It was ruint when I got here! You ruint my life!
Ronny: Oh no I didn't!
Loretta: Oh yes, oh yes you did! You've got those bad eyes like a gypsy! Why didn't I see it yesterday! Bad Luck!
Ronny: What?
Loretta: Last night never happened, you hear me? I'm gonna marry him anyway and last night never happened, and you and I are gonna take this to our coffins!
Ronny: I can't do that!
Loretta: Why not?
Ronny: I'm in love with you!
Loretta: Snap out of it!
Ronny: I can't!
Loretta: Alright. Then I must never see you again. The bad blood will have to stay there between you and Johnny for all time. You won't come to the wedding.
Ronny: I'll come to the wedding.
Loretta: I'm telling you you can't.
Ronny: But he wants me to come!
Loretta: But that's cause he don't know!
Ronny: Alright. I will not come. Provided one thing.
Loretta: What?
Ronny: That you come with me tonight. Once.
Loretta: What are you talking about?
Ronny: I love two things. I love you, and I love the Opera. If I can have the two things that I love together for one night, I will be satisfied to give up the rest of my life.
Loretta: Alright.
Ronny: Alright. Meet me at the Met.
Loretta: Alright. Where's the Met? ",Loretta,Ronny,Lovers,Moonstruck,Female,Male,1,White,White,
287," Ronny: Hi.
Loretta: Hi.
Ronny: You look beautiful. Your hair...
Loretta: I thought I'd try it.
Ronny: Thank you.
Loretta: I said I'd go to the opera with you.
Loretta: Who painted that?
Ronny: Marc Chagall. A Russian.
Loretta: Kinda gaudy.
Ronny: He was having some fun. Yeah, well he's dead. ",Loretta,Ronny,Lovers,Moonstruck,Female,Male,0,White,White,
288," Ronny: Thank you!
Loretta: For what?
Ronny: I don't know. For your hair. For your beautiful dress. For... you know, I feel like a man again. You know I love the Opera. You know it's been a long time since I've been to the Opera.
Loretta: So. Where are we sitting?
Ronny: Come on. ",Loretta,Ronny,Lovers,Moonstruck,Female,Male,1,White,White,
289," Loretta: That was just so... awful!
Ronny: Awful?
Loretta: Beautiful. Sad. She died!
Loretta: I couldn't believe it! I didn't think she was going to die. I knew she was sick...
Ronny: She had TB.
Loretta: I know. She was coughing her brains out. And still, she had to sing all the time... ",Loretta,Ronny,Lovers,Moonstruck,Female,Male,1,White,White,
290," Ronny: Loretta?
Loretta: No thanks.
Ronny: I think that's it.
Ronny: What do you want to do now?
Loretta: I wanna go home. ",Loretta,Ronny,Lovers,Moonstruck,Female,Male,1,White,White,
291," Loretta: It's really cold.
Ronny: Yeah. It smells like snow.
Loretta: My mother guessed that my father was seeing somebody and I told her she was crazy. She looked like a real piece of cheap goods. But who am I to talk?
Ronny: What's the matter?
Loretta: How can you ask me that?
Ronny: You're making me feel guilty again.
Loretta: You are guilty. I'm guilty.
Ronny: Of what? Only God can point the finger, Loretta.
Loretta: I know what I know.
Ronny: And what do you know? You tell me my life? I'll tell you yours. I'm a wolf? You run to the wolf in me, that don't make you no lamb! You're gonna marry my brother? Why you wanna sell your life short? Playing it safe is just about the most dangerous thing a woman like you could do. You waited for the right man the first time, why didn't you wait for the right man again?
Loretta: He didn't come!
Ronny: I'm here!
Loretta: You're late!
Ronny: We're here. ",Loretta,Ronny,Lovers,Moonstruck,Female,Male,0,White,White,woman
292," Loretta: This is your place.
Ronny: That's right.
Loretta: This is where we're going!
Ronny: Yeah.
Loretta: The deal was if I came to the Opera with you you'd leave me alone forever.
Loretta: I went with you.
Ronny: Yeah.
Loretta: I'm really afraid.
Ronny: Why?
Loretta: I'm afraid of who I am.
Ronny: I was.
Loretta: And you're not now?
Loretta: Why not?
Ronny: I don't know. Everything seems like nothing now against that I want you in my bed. I don't care if I burn in hell. I don't care if you burn in hell. The Past and Future is a joke to me now. I see that they're nothing, I see they ain't here. The only thing that's here is you. And me. I want you to come upstairs. Now. I tried to take everything last night, like you told me, but I couldn't. I couldn't take everything in a hundred years. It's the way we are. We compound each other.
Loretta: Let me go home.
Ronny: No.
Loretta: Let me go home.
Ronny: No.
Loretta: I'm freezing to death.
Ronny: Come upstairs. I don't care why you come. No, that's not what I mean. ",Loretta,Ronny,Lovers,Moonstruck,Female,Male,1,White,White,
293," Loretta: Ronny!
Ronny: Is Johnny here?
Loretta: He's coming.
Ronny: Good! We can get this out on the table. ",Loretta,Ronny,Lovers,Moonstruck,Female,Male,1,White,White,
294," Ronny: Oh. Good. We're not close. I'm not really moved.
Loretta: You've gotta get outta here.
Ronny: No. I'm gonna wait.
Loretta: Ronny, please... ",Loretta,Ronny,Lovers,Moonstruck,Female,Male,1,White,White,
295," The kid: What is it?
Grandfather: Open it up.
The kid: A book?
Grandfather: That's right. When I was your age, television was called books.
The kid: Has it got any sports in it? ",Grandfather,The kid,Child-Other Family Elder,The Princess Bride,Male,Male,1,White,White,Not first names
296," Grandfather: Oh. Well, thank you very much.
Grandfather: Her favorite pastimes were riding her horse and tormenting the farm boy that worked there. His name was Westley, but she never called him that.
The kid: Yeah. It's really good.
Grandfather: Nothing gave Buttercup as much pleasure as ordering Westley around. ",Grandfather,The kid,Child-Other Family Elder,The Princess Bri e,Male,Male,1,White,White,Not first names
297," The kid: What?
Grandfather: The Eel doesn't get her. I'm explaining to you because you looked nervous.
The kid: Well, I wasn't nervous.
The kid: Well, maybe I was a little bit concerned. But that's not the same thing.
Grandfather: Because I can stop now if you want.
The kid: No. You could read a little bit more ... if you want. ",Grandfather,The kid,Child-Other Family Elder,The Princess Bri e,Male,Male,1,White,White,Not first names
298," Grandfather: What is it? What's the matter?
The kid: They're kissing again, do we have to hear the kissing part?
Grandfather: Someday, you may not mind so much.
The kid: Skip on to the Fire Swamp -- that sounded good.
Grandfather: Oh. You're sick, I'll humor you. ",Grandfather,The kid,Child-Other Family Elder,The Princess Bri e,Male,Male,1,White,White,Not first names
299," Grandfather: Well, who says life is fair?
The kid: I'm telling you you're messing up the story, now get it right!
Grandfather: Do you want me to go on with this?
The kid: Yes.
Grandfather: All right, then. No more interruptions. ",Grandfather,The kid,Child-Other Family Elder,The Princess Bri e,Male,Male,1,White,White,Not first names
300," Grandfather: Nobody. Nobody kills him. He lives.
The kid: You mean he wins? Jesus, Grandpa!
Grandfather: You know, you've been very sick and you're taking this story very seriously. I think we better stop now.
The kid: No! I'm okay. I'm okay. ",Grandfather,The kid,Child-Other Family Elder,The Princess Bri e,Male,Male,0,White,White,"Not first names, grandpa"
301," The kid: What? What?
Grandfather: No, it's kissing again. You don't want to hear it.
The kid: I don't mind so much.
Grandfather: Okay. ",Grandfather,The kid,Child-Other Family Elder,The Princess Bri e,Male,Male,1,White,White,Not first names
302," Grandfather: Okay. Okay. Okay. All right. So long.
The kid: Grandpa?
The kid: Maybe you could come over and read it again to me tomorrow.
Grandfather: As you wish... ",Grandfather,The kid,Child-Other Family Elder,The Princess Bri e,Male,Male,0,White,White,"Not first names, grandpa"
303," Hi: Sorry honey, it just didn't work out.
Ed: What d'you mean it didn't work out?!
Hi: They started cryin', then they were all over me...
Ed: Course they cried! Babies cry!
Hi: I know that now! Come on honey, we better leave -
Ed: You go right back up there and get me a toddler! I need a baby, Hi; they got more'n they can handle! ",Ed,Hi,Spouse,Raising Arizona,Female,Male,1,White,White,
304," Ed: Gimme here.
Hi: Here's the instructions.
Ed: Oh, he's beautiful!
Hi: He's awful damn good. I think I got the best one.
Ed: I bet they were all beautiful. All babies are beautiful!
Hi: Yeah. This one's awful damn good though.
Ed: Don't you cuss around him.
Hi: He's fine, he is. I think it's Nathan Jr.
Ed: We are doin' the right thing, aren't we Hi? - I mean, they had more'n they could handle.
Hi: Well now honey we been over this and over this. There's what's right and there's what's right, and never the twain shall meet.
Ed: But you don't think his momma'll be upset? I mean overly?
Hi: Well a course she'll be upset, sugar, but she'll get over it. She's got four little babies almost as good as this one. It's like when I was robbin' convenience stores -
Ed: I love him so much!
Hi: I know you do, honey.
Ed: I love him so much! ",Ed,Hi,Spouse,Raising Arizona,Female,Male,1,White,White,
305," Ed: Don't be so loud around him, Hi.
Hi: Damn, I'm sorry honey.
Ed: And don't you cuss around him.
Hi: Aw, he don't know a cuss word from shinola.
Ed: Well see that he don't.
Hi: He's all right, he is. ",Ed,Hi,Spouse,Raising Arizona,Female,Male,1,White,White,
306," Hi: He ain't too good! You can tell by that twinkle in his eye!
Ed: Don't you think we should put him to bed?
Hi: Hang on, honey...
Ed: Just one, okay?...
Ed: Well we got a baby, Hi. It's an awful big responsibility.
Hi: You're doin' real good, sugar.
Ed: I love you, Hi.
Hi: We're set to pop here, honey.
Ed: You're gonna help, aren't ya?
Ed: Give Nathan Jr. a normal family background, just quiet evenings at home together...
Hi: You can count on it, honey.
Hi: Uh-huh. ",Ed,Hi,Spouse,Raising Arizona,Female,Male,0,White,White,honey vs sugar
307," Ed: They still here?
Hi: Yeah, they're just gonna stay a day or two. It's raining out honey, they got nowhere to go.
Ed: They're fugitives, Hi...
Hi: Well now honey you gotta have a little charity. Ya know, in Arab lands they'd set out a plate -
Ed: Promise just a day or two.
Hi: Tonight and tomorrow, tops. ",Ed,Hi,Spouse,Raising Arizona,Female,Male,1,White,White,
308," Ed: We finally go out with some decent people and you break his nose. That ain't too funny, Hi.
Hi: His kids seemed to think it was funny.
Ed: Well they're just kids, you're a grown man with responsibilities.
Hi: He was provokin' me when I popped him.
Ed: How'd he do that?
Ed: But Hi, he's your foreman, he's just gonna fire you now.
Hi: I expect he will.
Ed: And where does that leave me and Nathan Jr.?
Hi: With a man for a husband.
Ed: That ain't no answer.
Hi: Honey, that's the only answer. ",Ed,Hi,Spouse,Raising Arizona,Female,Male,0,White,White,grown man
309," Hi: Thank you honey, you really didn't have to do this-
Ed: You son-of-a-bitch! You're actin' like a mad dog!
Ed: What if me'n the baby'd been picked up? Nathan Jr. would a been accessory to armed robbery!
Hi: Nawww honey, it ain't armed robbery if the gun ain't loaded-
Ed: What kind of home life is this for a toddler?! You're supposed to be an example!
Hi: Now honey, I never postured myself as the three-piece suit type - Turn left, dear.
Ed: We got a child now, everything's changed!
Hi: Well Nathan Jr. accepts me for what I am and I think you better had, too. You know, honey, I'm okay you're okay? That - there's what it is.
Ed: I know, but honey -
Hi: See I come from a long line of frontiersmen and - here it is, turn here dear - frontiersmen and outdoor types.
Ed: I'm not gonna live this way, Hi. It just ain't family life! ",Ed,Hi,Spouse,Raising Arizona,Female,Male,0,White,White,son-of-a-bitch
310," Hi: You'll feel a whole lot better when-
Ed: I don't wanna feel better.
Hi: Honey-
Ed: I don't care about myself anymore. I don't care about us anymore. I just want Nathan Junior back safe.
Hi: I know that-
Ed: If we don't get him back safe, I don't wanna go on livin'. And even if we do, I don't wanna go on livin' with you.
Hi: Well, factually, I myself bear a very large-
Ed: Lemme finish. Since those jailbirds took little Nathan I been doin' some thinking, and I ain't too proud of myself. Even if Mrs. Arizona had more'n she could handle, I was a police officer sworn to uphold the Constitution of the United States -
Hi: Now waitaminute honey, you resigned before we-
Ed: That ain't the point, Hi. We don't deserve Nathan Jr. Any more'n those jailbirds do. And if I'm as selfish and irresponsible as you-
Hi: Y'ain't that bad, honey.
Ed: If I'm as bad as you, what good're we to each other. You'n me's just a fool's paradise. ",Ed,Hi,Spouse,Raising Arizona,Female,Male,1,White,White,
311," Uncle louis: Why don't you ask me?
Jacques: What?
Uncle louis: Where I saw the mermaids?!  Why don't you ever ask any question?
Uncle louis: Come on now, pump! ",Jacques,Uncle louis,Child-Other Family Elder,The Big Blue,Male,Male,1,White,White,
312," Jacques: Don't be afraid.  It's my Uncle...
Uncle louis: Assassin!
Uncle louis: Did you buy the cassettes?  The Wagner, the Berlioz?
Jacques: I brought Johana to meet you.
Uncle louis: Are you crazy?  I have no use for a woman!  Since my accident.
Jacques: No, no.  Johana is visiting me. ",Jacques,Uncle louis,Child-Other Family Elder,The Big Bl e,Male,Male,0,White,White,gender of one is clear
313," Uncle louis: Where are you from, Henrietta?
Jacques: Johana... New York.
Uncle louis: What kind of name is that?  To be named after a city?
Jacques: He doesn't hear too well. ",Jacques,Uncle louis,Child-Other Family Elder,The Big Bl e,Male,Male,0,White,White,gender of one is clear
314," Uncle louis: That explains it!  The best lays are from New York!
Jacques: Uncle Louis!
Uncle louis: No, no.  It's true.  When I was in New York, oh boy!
Jacques: Uncle Louis!  Johana is my friend.
Uncle louis: Good.  That way I'll see more of you... Where are you going to stay?
Jacques: Well... here.
Uncle louis: In my apartment?
Jacques: It's my apartment.
Uncle louis: Liar!  Thief!  Torturer!  When you were an orphan I nursed you at my breast.
Jacques: Uncle Louis, we have a guest!
Uncle louis: I'm going to put a lock on the telephone. ",Jacques,Uncle louis,Child-Other Family Elder,The Big Bl e,Male,Male,0,White,White,gender of one is clear
315," Jacques: Uncle Louis, you remember Enzo's mother Signora Molinari from Amorgos?
Uncle louis: The whale!  How could I forget?
Uncle louis: What were Italians doing living in Greece anyway?
Jacques: Louis, we were French!
Uncle louis: That's different!  What's the matter with you? ",Jacques,Uncle louis,Child-Other Family Elder,The Big Bl e,Male,Male,0,White,White,gender of one is clear
316," Johana: Thanks for helping with the bag.
Jacques: I thought it was a nice place.
Johana: I'm being a pain in the ass.
Johana: You're going to be very busy these days aren't you?
Jacques: I don't know... why?
Johana: Just because... I would have liked to visit the town... See the coast... I don't know anybody...
Johana: I guess... But you know... I'm American and I've mostly been taught to be competitive... There's always pleasure of being the best?
Jacques: Maybe on earth there is one... but not when you dive... You see, to dive deep into the sea, for no reason... just to do it.  It's a feeling... I don't know how to say this... Voluptuous?
Johana: You can put down the suitcases, you know. ",Jacques,Johana,Lovers,The Big Bl e,Male,Female,1,White,White,
317," Jacques: Who won?
Johana: Won what?  The Ass Hole Award?
Johana: Acting like a pair of two year olds!
Jacques: Please move slowly, you're rocking the boat.
Johana: Lucky I was there to save you.
Johana: Only to help the medics, I assure you.
Jacques: My wallet.
Johana: It's still here.
Jacques: No.  I want to show you.  Is it ruined?
Johana: Well, water isn't exactly the best thing for pictures... Not even for pictures of dolphins...
Jacques: Give it to me.
Jacques: I'm sick of never feeling at home anywhere. ",Jacques,Johana,Lovers,The Big Bl e,Male,Female,1,White,White,
318," Johana: Just checking up on your family.
Jacques: I'm glad you stayed.  Thank you.
Johana: I'd better get back now.
Jacques: You... You wouldn't want to spend the day with me?
Johana: No?  Huh? ",Jacques,Johana,Lovers,The Big Bl e,Male,Female,1,White,White,
319," Johana: Jacques?
Jacques: What are you doing here?
Johana: I'm going to leave, Jacques.
Johana: I'm going back home.
Jacques: Why?
Johana: Because one shouldn't fall in love with creatures from the sea.
Jacques: I'm not from the sea... I don't understand what you're talking about.
Johana: Yes you do.  You know exactly what I'm talking about.  You're afraid I want to hold onto you, and I do, but you're not ready... at least not for me.
Jacques: But it's not true, I feel good with you... It feels right...
Johana: I've got to get back to the hotel... ",Jacques,Johana,Lovers,The Big Bl e,Male,Female,1,White,White,
320," Jacques: I've been thinking about you a lot, you know...
Johana: So have I.
Jacques: I'm still here.
Johana: Well, then, talk to me some more.
Johana: Then, tell me a story.
Jacques: Uh... Ah!  A story?
Jacques: Do you know how it is?
Johana: No... tell me.
Jacques: You go down to the bottom of the sea, where the water isn't even blue anymore, where the sky is only a memory... and you float there, quietly, quietly and stay there... ",Jacques,Johana,Lovers,The Big Bl e,Male,Female,1,White,White,
321," Jacques: Hello?
Johana: It's me again.
Johana: I'm being a pain, huh?
Johana: You sure?
Jacques: Absolutely positive.
Johana: Okay.  In that case... I'm at the airport in Nice.
Jacques: Okay... huh, I'll be right over. ",Jacques,Johana,Lovers,The Big Bl e,Male,Female,1,White,White,
322," Johana: Are you okay?
Johana: Why did you take me to the hotel, if you live here.
Jacques: You'll understand.
Johana: Someone in there? ",Jacques,Johana,Lovers,The Big Bl e,Male,Female,1,White,White,
323," Johana: Well, how was it?
Jacques: Enzo had a bad day.
Johana: And you?
Jacques: I didn't dive.
Jacques: I don't know... it didn't feel right.  I'm going to bed.  I'm tired.
Johana: You forgot your magazine!
Jacques: What? ",Jacques,Johana,Lovers,The Big Bl e,Male,Female,1,White,White,
324," Johana: You've got to tell me what happened?
Jacques: I saw how it has to be.
Johana: Jacques, you know I love you.
Jacques: Don't be sad... It's not because of you, it's me.  It's all going on inside me!
Johana: See what?  There is nothing to see!
Johana: Jacques?  I'm pregnant.
Jacques: That's good... that's wonderful.
Johana: You are the father.
Johana: I lied... to keep you here.
Johana: Promise me one thing.
Jacques: Anything.
Johana: Promise you won't forget me. ",Jacques,Johana,Lovers,The Big Bl e,Male,Female,0,White,White,"pregnant, father"
325," Linda: I'm not going to give him any money. Just take care of my station for a minute.
Vince: I didn't come here for a loan, sweetheart. I came to say goodbye.
Linda: What did you do, Vince?
Vince: I got involved in the stock market.
Linda: I promised Marnie I wouldn't give you money.
Linda: Don't look at me like that...
Vince: You are here and so am I, Maybe millions of people go by, But they all disappear from view, And I only have eyes for you...
Linda: That is so beautiful. How do you make up that stuff? You're such a poet. ",Linda,Vince,Lovers,Twins,Female,Male,1,White,White,
326," Vince: That was the most wonderful birthday present anybody ever gave me --
Linda: It's your birthday?   Why didn't you tell me?
Vince: I can't take the kindness.    It gives me the shakes.
Linda: You'll tremble plenty before we're through, Vince Benedict. ",Linda,Vince,Lovers,Twins,Female,Male,1,White,White,
327," Linda: Where are you going?
Vince: Nowhere --
Linda: You were going somewhere -- you weren't even going to say goodbye --
Vince: Okay, okay -- look, you can't tell anybody this -- not even your sister -- but I'm onto something so huge it gives me a rash just thinking about it.
Linda: Like what?
Vince: I got something in here -- ",Linda,Vince,Lovers,Twins,Female,Male,1,White,White,
328," Linda: C'mere.
Vince: Five hundred.
Linda: If she's disappointed in you, then she's a fake -- who could want more from a son?
Vince: You're right.
Linda: I know. That's why, when we get back, I think we should move in together.
Vince: Whoa!   Move in together?
Linda: I'm not saying we have to    get married or anything, and    it's not about me wanting to keep    an eye on you, either.
Vince: I'm no good at playing house -- ",Linda,Vince,Lovers,Twins,Female,Male,0,White,White,from a son? tells about gener of Vince. not both
329," Vince: Why don't we sleep on this, okay?
Linda: Am I really your best girl?
Vince: There's nobody else, Linda, not anymore.
Linda: There better not be, because... ",Linda,Vince,Lovers,Twins,Female,Male,0,White,White,best girl
330," Linda: How did you get in here?
Vince: Well, there was a window in the back that --
Linda: Typical.
Vince: All I ask is for another chance. ",Linda,Vince,Lovers,Twins,Female,Male,1,White,White,
331," Vince: I had to break into your apartment, but --
Linda: Vince, they're beautiful.
Vince: So, do you forgive me?
Linda: Yes, but...
Vince: But?
Vince: You mean, that matter we talked about once and never really resolved.
Vince: The matter of you and me living together.
Linda: What about it?
Vince: Your place or mine? ",Linda,Vince,Lovers,Twins,Female,Male,1,White,White,
332," Ben: Obviously of the Rand Daily Mail.
Melanie: Ten out of ten, Mr. Du Toit.      I know about you too.
Ben: You do?
Melanie: We have a mutual friend.    One Stanley.
Ben: I remember. The mortuary in Soweto...
Melanie: Stanley? No. Just careful. A big black rough uncut diamond. ",Ben,Melanie,Friends,"Dry White Season, A",Male,Female,0,White,White,Mr. Du toit
333," Melanie: Mr. Du Toit, tell...
Ben: Please, call me Ben.
Melanie: All right, Ben, tell me, why are you so depressed? You really expect a different verdict?
Ben: Why do you ask? Can you understand it?
Melanie: Of course I understand it. What could they have. I'm not cynical.
Ben: Tell me, Miss Bruwer...
Melanie: Ben and Melanie, that's fair.
Ben: Tell me, do you believe in the notion of justice?
Melanie: I'll never stop believing. But in this country I've learned it's pointless to look for it in certain situations.
Ben: What use is a system if justice does not apply to all situations? ",Ben,Melanie,Friends,"Dry White Season, A",Male,Female,0,White,White,"Mr. Du toit, one is clear"
334," Ben: Why?   You didn't write it.
Melanie: I'm a journalist, perhaps tarred with the same brush.
Ben: No.
Melanie: So what happened? I can imagine.
Ben: A distorted photograph and a few poisoned words and meneer Du Toit is a leper. That's why I called on you the other day, I needed to talk to somebody rational.
Melanie: Thanks for the compliment. But remember, you're an Afrikaner, you're one of them. In their eyes they regard you as the worst kind of traitor.
Ben: You are an Afrikaner too, and your articles, in a liberal English paper?
Melanie: My mother was a foreigner, I'm not pure, wragte Afrikaner. They don't expect the same loyalty from me that they demand from you.
Ben: What kind of loyalty? Blind loyalty. Until the deaths of Jonathan and Gordon, I gave all the loyalty I could give, laager loyalty. You know, Melanie, we Afrikaners have always lived in our laager, we have not seen what's beyond the mountains. ",Ben,Melanie,Friends,"Dry White Season, A",Male,Female,1,White,White,"you know melanie, one  coul dbe figured from name, but the name could easily be replaced with another as everything else is gender neutral"
335," Ben: We carry on.   There has to be justice.
Melanie: Justice.
Ben: We lost at the inquest, so we pursue them in a civil action.    I consulted the attorney Dan Lewinson.
Melanie: We know each other well. ",Ben,Melanie,Friends,"Dry White Season, A",Male,Female,1,White,White,
336," Ben: What about you?
Melanie: What?
Ben: I mean not married...
Melanie: And living in this chaos with my eccentric father? I love him and we get on perfectly. We have been together since I was a year old. My mother could not adapt to South Africa. She went back to London and we've never heard from her since.
Ben: Being a professor and bringing up a child, how did he manage that?
Melanie: Dorothy, dear Dorothy, she was a fantastic mother. In fact she had two families, me and her three children in Alexandra township.
Ben: And this little girl grew up to be a tough journalist. Why a journalist?
Melanie: Sometimes I ask myself the same question. ",Ben,Melanie,Friends,"Dry White Season, A",Male,Female,0,White,White,this little girl
337," Ben: About what?
Melanie: Then I married my ex-teacher.
Ben: Oh.   He must have been young.
Melanie: Fifteen years difference. He too protected me like Dad. Then one day I visited Dorothy in Alexandra and saw her home and the appalling conditions in that township. I was shocked, Ben, and ashamed.
Ben: Go on.
Melanie: That made me think that I was a parasite, something white and maggot-like... just a thing... a sweet and ineffectual thing. I felt more and more claustrophobic.
Ben: And then you became a journalist? ",Ben,Melanie,Friends,"Dry White Season, A",Male,Female,1,White,White,"he must have been young"" reveals that Melanie is female if we consider only hetro-sexual marriage"
338," Ben: Did it work?
Melanie: I wish I could give you a straight answer. What did help me was my wanderings in Africa.
Ben: How did you manage that on a South African passport? We South Africans are white devils in Africa.
Melanie: My mother was English, remember?
Ben: You really are your father's daughter!
Melanie: I wonder what he's doing right now. Most likely standing on a rock, looking through his old binoculars at springbok or a lion or whatever.
Ben: How often does he go on these trips to the veldt?
Melanie: It depends -- ",Ben,Melanie,Friends,"Dry White Season, A",Male,Female,0,White,White,father's daughter
339," Ben: That's the main reason for coming here tonight. Melanie, I need your help. Without Emily, we can't pursue our civil suit. The only thing left open to us is to expose them through the press, and the media here and abroad.
Melanie: And your safety also, Ben, lies in the press.
Ben: You know, Melanie, I'm discovering that the enemy is not in Soweto.
Melanie: We better win before the blacks have won.
Ben: Now, before going to the press, I have to have all the documents. I must have two vital affidavits; Dr. Hassiem's, he's detained and Jonathan's friend, Wellington has fled to Zambia.
Melanie: Zambia? I'm going to Rhodesia... ",Ben,Melanie,Friends,"Dry White Season, A",Male,Female,1,White,White,"could be figured from name, but the name could easily be replaced with another as everything else is gender neutral"
340," Melanie: And I can use my British passport.
Ben: That would be very useful.
Melanie: This calls for a drink.    Gin and tonic?
Ben: Please. ",Ben,Melanie,Friends,"Dry White Season, A",Male,Female,1,White,White,
341," Ben: Do be careful. I wouldn't want you hurt.
Melanie: Don't worry.
Ben: And hurry back.
Melanie: That's my favorite, Ben.
Ben: I can't dance.
Melanie: Rugger player? ",Ben,Melanie,Friends,"Dry White Season, A",Male,Female,1,White,White,"could be figured from name, but the name could easily be replaced with another as everything else is gender neutral"
342," Henry: Out!
Indy: It's important!
Henry: Then wait.count to twenty.
Indy: No, Dad. You listen to me. HENRY ",Henry,Indy,Child-Parent,Indiana Jones and the Last Crusade,Male,Male,0,White,White,"Dad, one is clear"
343," Henry: Junior?
Indy: Yes, sirl CONTINUED:
Henry: It is you Junior!
Henry: But what are you doing here?
Indy: I came to get you! What do you think?
Henry: Late Fourteenth Century, Ming Dynasty.
Henry: Oh, it breaks the heart.
Indy: And the head.
Henry: Thank God! ",Henry,Indy,Child-Parent,Indiana Jones and the Last Crusade,Male,Male,0,White,White,"yes, sir"
344," Indy: No! Dad, get your stuff. We've got to get out of here.
Henry: Well, I am sorry about your head, though. But I thought you were one of them.
Indy: Dad, they come in through the doors.
Henry: Good point.
Henry: But better safe than sorry.
Henry: Humpf.so I was wrong this time.
Indy: I got it and I used it. We found the entrance to the catacombs.
Henry: Through the library?
Indy: Right.
Henry: I knew it. And the tomb of Sir Richard? ",Henry,Indy,Child-Parent,Indiana Jones and the Last Crusade,Male,Male,0,White,White,no dad!
345," Indy: Found it.
Henry: He was actually there? You saw him?
Indy: Well, what was left of him.
Indy: Alexandretta.
Henry: Alexandretta... of course... on the pilgrim trail from the Eastern Empire. Oh, Junior...
Indy: No, Dad. You did. Forty years.
Henry: If only I could have been with you.
Indy: There were rats, Dad.
Henry: Rats?
Indy: Yeah. big ones. What do the Nazis want with you Dad?
Henry: They want my diary. ",Henry,Indy,Child-Parent,Indiana Jones and the Last Crusade,Male,Male,1,White,White,
